split,dataset,source_image_id,source_file_name,placed_file_name,categories,source_path,output_path,status,manual_check_required
train,002,104,-guardrail_missing-90-_jpg.rf.bcf0cf7e68dda943c7a1d50973647b0c.jpg,002__-guardrail_missing-90-_jpg.rf.bcf0cf7e68dda943c7a1d50973647b0c.jpg,guardrail_missing,data/002/train/-guardrail_missing-90-_jpg.rf.bcf0cf7e68dda943c7a1d50973647b0c.jpg,data/phase1_feasibility/train/002__-guardrail_missing-90-_jpg.rf.bcf0cf7e68dda943c7a1d50973647b0c.jpg,copy,False
train,002,957,-helmet_missing-39-_JPG.rf.98c620ec1f85d0c5066a057aaac8f5bd.jpg,002__-helmet_missing-39-_JPG.rf.98c620ec1f85d0c5066a057aaac8f5bd.jpg,helmet_missing,data/002/train/-helmet_missing-39-_JPG.rf.98c620ec1f85d0c5066a057aaac8f5bd.jpg,data/phase1_feasibility/train/002__-helmet_missing-39-_JPG.rf.98c620ec1f85d0c5066a057aaac8f5bd.jpg,copy,False
train,004,119,IMG_20241113_161822_jpg.rf.e2a1d083d79064111706f07b165cfd18.jpg,004__IMG_20241113_161822_jpg.rf.e2a1d083d79064111706f07b165cfd18.jpg,safe,data/004/train/IMG_20241113_161822_jpg.rf.e2a1d083d79064111706f07b165cfd18.jpg,data/phase1_feasibility/train/004__IMG_20241113_161822_jpg.rf.e2a1d083d79064111706f07b165cfd18.jpg,copy,False
train,004,60,IMG_20241113_162133_jpg.rf.865682eafcb4057630620b1fe4f87a8f.jpg,004__IMG_20241113_162133_jpg.rf.865682eafcb4057630620b1fe4f87a8f.jpg,unsafe,data/004/train/IMG_20241113_162133_jpg.rf.865682eafcb4057630620b1fe4f87a8f.jpg,data/phase1_feasibility/train/004__IMG_20241113_162133_jpg.rf.865682eafcb4057630620b1fe4f87a8f.jpg,copy,False
train,002,999,-equipment_proximity-249-_jpg.rf.2c47ec1740b4413061adfcc07c1b65e9.jpg,002__-equipment_proximity-249-_jpg.rf.2c47ec1740b4413061adfcc07c1b65e9.jpg,equipment_proximity,data/002/train/-equipment_proximity-249-_jpg.rf.2c47ec1740b4413061adfcc07c1b65e9.jpg,data/phase1_feasibility/train/002__-equipment_proximity-249-_jpg.rf.2c47ec1740b4413061adfcc07c1b65e9.jpg,copy,False
train,002,555,-harness_missing-27-_JPG.rf.91ea9e782495eb1912c9c9038c2d25ea.jpg,002__-harness_missing-27-_JPG.rf.91ea9e782495eb1912c9c9038c2d25ea.jpg,harness_missing,data/002/train/-harness_missing-27-_JPG.rf.91ea9e782495eb1912c9c9038c2d25ea.jpg,data/phase1_feasibility/train/002__-harness_missing-27-_JPG.rf.91ea9e782495eb1912c9c9038c2d25ea.jpg,copy,False
train,002,85,-opening_unprotected-42-_JPG.rf.2e4c51e014d4bd3fbf131c34e77ac295.jpg,002__-opening_unprotected-42-_JPG.rf.2e4c51e014d4bd3fbf131c34e77ac295.jpg,opening_unprotected,data/002/train/-opening_unprotected-42-_JPG.rf.2e4c51e014d4bd3fbf131c34e77ac295.jpg,data/phase1_feasibility/train/002__-opening_unprotected-42-_JPG.rf.2e4c51e014d4bd3fbf131c34e77ac295.jpg,copy,False
train,004,87,IMG20241113161959_jpg.rf.a4e696c4b432c53539bfbbd05af9d1e4.jpg,004__IMG20241113161959_jpg.rf.a4e696c4b432c53539bfbbd05af9d1e4.jpg,no helmet,data/004/train/IMG20241113161959_jpg.rf.a4e696c4b432c53539bfbbd05af9d1e4.jpg,data/phase1_feasibility/train/004__IMG20241113161959_jpg.rf.a4e696c4b432c53539bfbbd05af9d1e4.jpg,copy,False
train,004,73,IMG_20241113_161428538_jpg.rf.9831f99a1097851707c745d36b25e70d.jpg,004__IMG_20241113_161428538_jpg.rf.9831f99a1097851707c745d36b25e70d.jpg,no helmet|unsafe,data/004/train/IMG_20241113_161428538_jpg.rf.9831f99a1097851707c745d36b25e70d.jpg,data/phase1_feasibility/train/004__IMG_20241113_161428538_jpg.rf.9831f99a1097851707c745d36b25e70d.jpg,copy,False
train,004,72,IMG20241113160949_jpg.rf.95c21822e57a33efc8e8c3d292c87eb8.jpg,004__IMG20241113160949_jpg.rf.95c21822e57a33efc8e8c3d292c87eb8.jpg,no helmet|safe,data/004/train/IMG20241113160949_jpg.rf.95c21822e57a33efc8e8c3d292c87eb8.jpg,data/phase1_feasibility/train/004__IMG20241113160949_jpg.rf.95c21822e57a33efc8e8c3d292c87eb8.jpg,copy,False
train,002,25,-equipment_proximity-245-_jpg.rf.2da29a7cf4c67611c3a7c7990e666265.jpg,002__-equipment_proximity-245-_jpg.rf.2da29a7cf4c67611c3a7c7990e666265.jpg,equipment_proximity,data/002/train/-equipment_proximity-245-_jpg.rf.2da29a7cf4c67611c3a7c7990e666265.jpg,data/phase1_feasibility/train/002__-equipment_proximity-245-_jpg.rf.2da29a7cf4c67611c3a7c7990e666265.jpg,copy,False
train,002,394,-guardrail_missing-8-_jpg.rf.df4442fc856279c8bcb28942ec3b7b74.jpg,002__-guardrail_missing-8-_jpg.rf.df4442fc856279c8bcb28942ec3b7b74.jpg,guardrail_missing,data/002/train/-guardrail_missing-8-_jpg.rf.df4442fc856279c8bcb28942ec3b7b74.jpg,data/phase1_feasibility/train/002__-guardrail_missing-8-_jpg.rf.df4442fc856279c8bcb28942ec3b7b74.jpg,copy,False
train,002,919,-helmet_missing-64-_JPG.rf.e692ff1b596b16d979565b27970f37cb.jpg,002__-helmet_missing-64-_JPG.rf.e692ff1b596b16d979565b27970f37cb.jpg,helmet_missing,data/002/train/-helmet_missing-64-_JPG.rf.e692ff1b596b16d979565b27970f37cb.jpg,data/phase1_feasibility/train/002__-helmet_missing-64-_JPG.rf.e692ff1b596b16d979565b27970f37cb.jpg,copy,False
train,004,62,IMG_20241113_162216764_jpg.rf.89bc33fd9a344a8e85d8b29f08c0cd22.jpg,004__IMG_20241113_162216764_jpg.rf.89bc33fd9a344a8e85d8b29f08c0cd22.jpg,no helmet|no jacket,data/004/train/IMG_20241113_162216764_jpg.rf.89bc33fd9a344a8e85d8b29f08c0cd22.jpg,data/phase1_feasibility/train/004__IMG_20241113_162216764_jpg.rf.89bc33fd9a344a8e85d8b29f08c0cd22.jpg,copy,False
train,002,411,-harness_missing-126-_JPG.rf.6feab9c4c808e8b55fd4324fbef72904.jpg,002__-harness_missing-126-_JPG.rf.6feab9c4c808e8b55fd4324fbef72904.jpg,harness_missing,data/002/train/-harness_missing-126-_JPG.rf.6feab9c4c808e8b55fd4324fbef72904.jpg,data/phase1_feasibility/train/002__-harness_missing-126-_JPG.rf.6feab9c4c808e8b55fd4324fbef72904.jpg,copy,False
train,002,89,-poor_housekeeping-133-_JPG.rf.960facfb6b8799c8aa3706951c082a3c.jpg,002__-poor_housekeeping-133-_JPG.rf.960facfb6b8799c8aa3706951c082a3c.jpg,poor_housekeeping,data/002/train/-poor_housekeeping-133-_JPG.rf.960facfb6b8799c8aa3706951c082a3c.jpg,data/phase1_feasibility/train/002__-poor_housekeeping-133-_JPG.rf.960facfb6b8799c8aa3706951c082a3c.jpg,copy,False
train,004,63,IMG20241113161736_jpg.rf.8a788dc1ad775af89e2963194d133883.jpg,004__IMG20241113161736_jpg.rf.8a788dc1ad775af89e2963194d133883.jpg,safe,data/004/train/IMG20241113161736_jpg.rf.8a788dc1ad775af89e2963194d133883.jpg,data/phase1_feasibility/train/004__IMG20241113161736_jpg.rf.8a788dc1ad775af89e2963194d133883.jpg,copy,False
train,002,317,-opening_unprotected-68-_jpg.rf.6e063eb2e54b9d9fa195f2b947375953.jpg,002__-opening_unprotected-68-_jpg.rf.6e063eb2e54b9d9fa195f2b947375953.jpg,opening_unprotected,data/002/train/-opening_unprotected-68-_jpg.rf.6e063eb2e54b9d9fa195f2b947375953.jpg,data/phase1_feasibility/train/002__-opening_unprotected-68-_jpg.rf.6e063eb2e54b9d9fa195f2b947375953.jpg,copy,False
train,002,885,-opening_unprotected-85-_JPG.rf.e0eae5a54d32f02608eb68d5b2a6be42.jpg,002__-opening_unprotected-85-_JPG.rf.e0eae5a54d32f02608eb68d5b2a6be42.jpg,opening_unprotected,data/002/train/-opening_unprotected-85-_JPG.rf.e0eae5a54d32f02608eb68d5b2a6be42.jpg,data/phase1_feasibility/train/002__-opening_unprotected-85-_JPG.rf.e0eae5a54d32f02608eb68d5b2a6be42.jpg,copy,False
train,004,57,IMG_20241113_161958873_jpg.rf.8462261e3c7010ff1339488e963a471f.jpg,004__IMG_20241113_161958873_jpg.rf.8462261e3c7010ff1339488e963a471f.jpg,no helmet,data/004/train/IMG_20241113_161958873_jpg.rf.8462261e3c7010ff1339488e963a471f.jpg,data/phase1_feasibility/train/004__IMG_20241113_161958873_jpg.rf.8462261e3c7010ff1339488e963a471f.jpg,copy,False
train,004,11,IMG20241113161548_jpg.rf.0e98b481240e8114eb9bda9cb0b665dd.jpg,004__IMG20241113161548_jpg.rf.0e98b481240e8114eb9bda9cb0b665dd.jpg,safe,data/004/train/IMG20241113161548_jpg.rf.0e98b481240e8114eb9bda9cb0b665dd.jpg,data/phase1_feasibility/train/004__IMG20241113161548_jpg.rf.0e98b481240e8114eb9bda9cb0b665dd.jpg,copy,False
train,002,457,-poor_housekeeping-48-_jpg.rf.205880b0cec5ce38f09628e1cda0f96f.jpg,002__-poor_housekeeping-48-_jpg.rf.205880b0cec5ce38f09628e1cda0f96f.jpg,poor_housekeeping,data/002/train/-poor_housekeeping-48-_jpg.rf.205880b0cec5ce38f09628e1cda0f96f.jpg,data/phase1_feasibility/train/002__-poor_housekeeping-48-_jpg.rf.205880b0cec5ce38f09628e1cda0f96f.jpg,copy,False
train,004,82,IMG20241113162109_jpg.rf.993b7820fcfc13badab4746e2beca33a.jpg,004__IMG20241113162109_jpg.rf.993b7820fcfc13badab4746e2beca33a.jpg,no jacket|unsafe,data/004/train/IMG20241113162109_jpg.rf.993b7820fcfc13badab4746e2beca33a.jpg,data/phase1_feasibility/train/004__IMG20241113162109_jpg.rf.993b7820fcfc13badab4746e2beca33a.jpg,copy,False
train,004,29,IMG20241113162038_jpg.rf.3d21f218563d2703fb24b73daf285049.jpg,004__IMG20241113162038_jpg.rf.3d21f218563d2703fb24b73daf285049.jpg,unsafe,data/004/train/IMG20241113162038_jpg.rf.3d21f218563d2703fb24b73daf285049.jpg,data/phase1_feasibility/train/004__IMG20241113162038_jpg.rf.3d21f218563d2703fb24b73daf285049.jpg,copy,False
train,002,700,-helmet_missing-37-_JPG.rf.016464b786fd4bf779741dfba1a065c1.jpg,002__-helmet_missing-37-_JPG.rf.016464b786fd4bf779741dfba1a065c1.jpg,helmet_missing,data/002/train/-helmet_missing-37-_JPG.rf.016464b786fd4bf779741dfba1a065c1.jpg,data/phase1_feasibility/train/002__-helmet_missing-37-_JPG.rf.016464b786fd4bf779741dfba1a065c1.jpg,copy,False
train,002,103,-harness_missing-105-_JPG.rf.49664b190aae58322a05651f1488084e.jpg,002__-harness_missing-105-_JPG.rf.49664b190aae58322a05651f1488084e.jpg,harness_missing,data/002/train/-harness_missing-105-_JPG.rf.49664b190aae58322a05651f1488084e.jpg,data/phase1_feasibility/train/002__-harness_missing-105-_JPG.rf.49664b190aae58322a05651f1488084e.jpg,copy,False
train,002,479,-guardrail_missing-67-_jpg.rf.26a3a1fc1fe9062113aa8901e8aa7632.jpg,002__-guardrail_missing-67-_jpg.rf.26a3a1fc1fe9062113aa8901e8aa7632.jpg,guardrail_missing,data/002/train/-guardrail_missing-67-_jpg.rf.26a3a1fc1fe9062113aa8901e8aa7632.jpg,data/phase1_feasibility/train/002__-guardrail_missing-67-_jpg.rf.26a3a1fc1fe9062113aa8901e8aa7632.jpg,copy,False
train,002,731,-equipment_proximity-162-_jpg.rf.ef4ba03daa6d2bb4477612a82d9f6225.jpg,002__-equipment_proximity-162-_jpg.rf.ef4ba03daa6d2bb4477612a82d9f6225.jpg,equipment_proximity,data/002/train/-equipment_proximity-162-_jpg.rf.ef4ba03daa6d2bb4477612a82d9f6225.jpg,data/phase1_feasibility/train/002__-equipment_proximity-162-_jpg.rf.ef4ba03daa6d2bb4477612a82d9f6225.jpg,copy,False
train,002,473,-opening_unprotected-105-_jpeg.rf.2331e1b35d6f7f6cdace6db04d38ec8f.jpg,002__-opening_unprotected-105-_jpeg.rf.2331e1b35d6f7f6cdace6db04d38ec8f.jpg,opening_unprotected,data/002/train/-opening_unprotected-105-_jpeg.rf.2331e1b35d6f7f6cdace6db04d38ec8f.jpg,data/phase1_feasibility/train/002__-opening_unprotected-105-_jpeg.rf.2331e1b35d6f7f6cdace6db04d38ec8f.jpg,copy,False
train,004,90,IMG_20241113_162007496_jpg.rf.b1414f4f0d2272e8f080ed9a867433fa.jpg,004__IMG_20241113_162007496_jpg.rf.b1414f4f0d2272e8f080ed9a867433fa.jpg,safe,data/004/train/IMG_20241113_162007496_jpg.rf.b1414f4f0d2272e8f080ed9a867433fa.jpg,data/phase1_feasibility/train/004__IMG_20241113_162007496_jpg.rf.b1414f4f0d2272e8f080ed9a867433fa.jpg,copy,False
train,002,883,-poor_housekeeping-55-_jpg.rf.092308d93bb073af9af3c47283c0bf3d.jpg,002__-poor_housekeeping-55-_jpg.rf.092308d93bb073af9af3c47283c0bf3d.jpg,poor_housekeeping,data/002/train/-poor_housekeeping-55-_jpg.rf.092308d93bb073af9af3c47283c0bf3d.jpg,data/phase1_feasibility/train/002__-poor_housekeeping-55-_jpg.rf.092308d93bb073af9af3c47283c0bf3d.jpg,copy,False
train,002,205,-helmet_missing-90-_JPG.rf.d98f46c28224c2e734d0cf8db5e9576f.jpg,002__-helmet_missing-90-_JPG.rf.d98f46c28224c2e734d0cf8db5e9576f.jpg,helmet_missing,data/002/train/-helmet_missing-90-_JPG.rf.d98f46c28224c2e734d0cf8db5e9576f.jpg,data/phase1_feasibility/train/002__-helmet_missing-90-_JPG.rf.d98f46c28224c2e734d0cf8db5e9576f.jpg,copy,False
train,004,66,IMG_20241113_161423_jpg.rf.956be9eb91ee09e1d401cc6643396f8e.jpg,004__IMG_20241113_161423_jpg.rf.956be9eb91ee09e1d401cc6643396f8e.jpg,unsafe,data/004/train/IMG_20241113_161423_jpg.rf.956be9eb91ee09e1d401cc6643396f8e.jpg,data/phase1_feasibility/train/004__IMG_20241113_161423_jpg.rf.956be9eb91ee09e1d401cc6643396f8e.jpg,copy,False
train,004,23,IMG_20241113_162021795_jpg.rf.0c12c2f2f6330b81c4bc51b7c17247a5.jpg,004__IMG_20241113_162021795_jpg.rf.0c12c2f2f6330b81c4bc51b7c17247a5.jpg,no jacket,data/004/train/IMG_20241113_162021795_jpg.rf.0c12c2f2f6330b81c4bc51b7c17247a5.jpg,data/phase1_feasibility/train/004__IMG_20241113_162021795_jpg.rf.0c12c2f2f6330b81c4bc51b7c17247a5.jpg,copy,False
train,004,99,IMG20241113160731_jpg.rf.b813bf8dd2d6f0108e00d1b798136503.jpg,004__IMG20241113160731_jpg.rf.b813bf8dd2d6f0108e00d1b798136503.jpg,no helmet|no jacket|safe|unsafe,data/004/train/IMG20241113160731_jpg.rf.b813bf8dd2d6f0108e00d1b798136503.jpg,data/phase1_feasibility/train/004__IMG20241113160731_jpg.rf.b813bf8dd2d6f0108e00d1b798136503.jpg,copy,False
train,002,460,-equipment_proximity-130-_jpg.rf.980f8c50d83c4677e4c296d6dbee2482.jpg,002__-equipment_proximity-130-_jpg.rf.980f8c50d83c4677e4c296d6dbee2482.jpg,equipment_proximity,data/002/train/-equipment_proximity-130-_jpg.rf.980f8c50d83c4677e4c296d6dbee2482.jpg,data/phase1_feasibility/train/002__-equipment_proximity-130-_jpg.rf.980f8c50d83c4677e4c296d6dbee2482.jpg,copy,False
train,002,987,-guardrail_missing-101-_jpg.rf.311dd1a22327714aa6d3b5e1fd4a1e2b.jpg,002__-guardrail_missing-101-_jpg.rf.311dd1a22327714aa6d3b5e1fd4a1e2b.jpg,guardrail_missing,data/002/train/-guardrail_missing-101-_jpg.rf.311dd1a22327714aa6d3b5e1fd4a1e2b.jpg,data/phase1_feasibility/train/002__-guardrail_missing-101-_jpg.rf.311dd1a22327714aa6d3b5e1fd4a1e2b.jpg,copy,False
train,002,897,-harness_missing-33-_JPG.rf.1b6bc4b28926de102f07fd7898cada78.jpg,002__-harness_missing-33-_JPG.rf.1b6bc4b28926de102f07fd7898cada78.jpg,harness_missing,data/002/train/-harness_missing-33-_JPG.rf.1b6bc4b28926de102f07fd7898cada78.jpg,data/phase1_feasibility/train/002__-harness_missing-33-_JPG.rf.1b6bc4b28926de102f07fd7898cada78.jpg,copy,False
train,002,929,-opening_unprotected-18-_jpg.rf.b360be0131be13c149db9078cc60a8e6.jpg,002__-opening_unprotected-18-_jpg.rf.b360be0131be13c149db9078cc60a8e6.jpg,opening_unprotected,data/002/train/-opening_unprotected-18-_jpg.rf.b360be0131be13c149db9078cc60a8e6.jpg,data/phase1_feasibility/train/002__-opening_unprotected-18-_jpg.rf.b360be0131be13c149db9078cc60a8e6.jpg,copy,False
train,004,19,IMG20241113161956_jpg.rf.2cd9e7e6dc961ff44b777d932d0b86cf.jpg,004__IMG20241113161956_jpg.rf.2cd9e7e6dc961ff44b777d932d0b86cf.jpg,safe,data/004/train/IMG20241113161956_jpg.rf.2cd9e7e6dc961ff44b777d932d0b86cf.jpg,data/phase1_feasibility/train/004__IMG20241113161956_jpg.rf.2cd9e7e6dc961ff44b777d932d0b86cf.jpg,copy,False
train,004,95,IMG20241113161810_jpg.rf.c91d3d45167d8e33e7647d93988a287b.jpg,004__IMG20241113161810_jpg.rf.c91d3d45167d8e33e7647d93988a287b.jpg,no jacket,data/004/train/IMG20241113161810_jpg.rf.c91d3d45167d8e33e7647d93988a287b.jpg,data/phase1_feasibility/train/004__IMG20241113161810_jpg.rf.c91d3d45167d8e33e7647d93988a287b.jpg,copy,False
